ID	Value
HED10524	[[অর্মত্য\N_NNP কুমার\N_NNP সেন\N_NNP]]_NP [[শিক্ষাকে\N_NN]]_NP [[মানুষের\N_NN]]_NP [[জীবিকা\N_NN]]_NP [[এবং\CC_CCD]]_CCP [[উন্নতির\N_NN]]_NP [[সাথে\PSP]]_BLK [[যুক্ত\JJ করেছেন\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10525	[[অর্মত্য\N_NNP কুমার\N_NNP সেন\N_NNP]]_NP [[সামাজিক\JJ অসামঞ্জস্যকেও\N_NN দরিদ্রতার\JJ কারণ\N_NN মনে\N_NN করেন\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10526	[[তিনি\PR_PRL]]_NP [[অনেক\QT_QTF জায়গায়\N_NN]]_NP [[এই\DM_DMD কথার\N_NN উল্লেখ\N_NN]]_NP [[করেছেন\V_VM_VF]]_VGF [[যে\RP_RPD]]_CCP [[ভারতের\N_NNP অনেক\QT_QTF রাজ্যে\N_NN]]_NP [[মহিলারা\N_NN]]_NP [[সারা\JJ জীবন\N_NN পরিশ্রম\N_NN করে\V_VM_VNF]]_VGF [[,\RD_PUNC]]_BLK [[তা\PR_PRL সত্ত্বেও\PSP]]_NP [[তাদের\PR_PRP জীবন\N_NN]]_NP [[অসুবিধা\N_NN]]_NP [[এবং\CC_CCD]]_CCP [[অসামঞ্জস্যের\N_NN]]_NP [[সম্মুখীন\JJ]]_JJP [[হয়\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10527	[[খাদ্য\N_NN]]_NP [[,\RD_PUNC]]_CCP [[স্বাস্থ্য\N_NN]]_NP [[,\RD_PUNC]]_CCP [[শিক্ষা\N_NN]]_NP [[এমনকি\RB]]_RBP [[পোষাকের\N_NN]]_NP [[ব্যাপারেও\N_NN]]_NP [[মহিলাদের\N_NN]]_NP [[পুরুষদের\N_NN সমান\N_NN মনে\N_NN করা\V_VM_VNG হয়\V_VAUX না\RP_NEG]]_VGF [[।\RD_PUNC]]_BLK
HED10528	[[এশিয়ার\N_NNP কিছু\QT_QTF অন্য\JJ দেশেও\N_NN]]_NP [[এমন\JJ পরিস্থিতি\N_NN]]_NP [[রয়েছে\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10529	[[তাঁর\PR_PRL বক্তব্য\N_NN]]_NP [[এটাও\DM_DMD]]_NP [[যে\RP_RPD]]_CCP [[ভারত\N_NNP]]_NP [[শিক্ষার\N_NN প্রাথমিক\JJ ক্ষেত্রে\N_NN]]_NP [[আজও\RB]]_RBP [[অনেক\QT_QTF পিছিয়ে\V_VM_VNF রয়েছে\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10530	[[উনি\PR_PRP]]_NP [[এব্যাপারে\N_NN]]_NP [[জোর\N_NN দেন\V_VM_VF]]_VGF [[যে\RP_RPD]]_CCP [[যেকানো\JJ দেশের\N_NN উন্নতির\N_NN জন্য\PSP]]_NP [[প্রাথমিক\JJ শিক্ষা\N_NN]]_NP [[খুব\RP_INTF গুরুত্বপূর্ণ\JJ]]_JJP [[।\RD_PUNC]]_BLK
HED10531	[[ভারত\N_NNP সরকার\N_NN]]_NP [[এই\PR_PRL প্রসিদ্ধ\JJ অর্থশাস্ত্রবিদকে\N_NN]]_NP [[ভারতের\N_NNP সর্ব্বোচ্চ\JJ ‘\RD_PUNC ভারত\N_NNP রত্ন\N_NNP ’\RD_PUNC দ্বারা\PSP]]_NP [[সম্মানিত\JJ]]_JJP [[করেছে\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10532	[[জওহারলাল\N_NNP নেহরুর\N_NNP পরে\PSP]]_NP [[বাজপেয়ী\N_NNP]]_NP [[এই\PR_PRL পদে\N_NN]]_NP [[তিনবার\QT_QTC]]_RBP [[নির্বাচিত\JJ]]_JJP [[হওয়া\V_VM_VNG]]_VGNN [[প্রথম\QT_QTO প্রধানমন্ত্রী\N_NN]]_NP [[।\RD_PUNC]]_BLK
HED10533	[[১৯৯৯\N_NNP সাল\N_NN থেকে\PSP আগামী\JJ সাধারণ\JJ নির্বাচন\N_NN পর্যন্ত\PSP]]_NP [[বাজপেয়ী\N_NNP]]_NP [[অস্থায়ী\JJ প্রধানমন্ত্রী\N_NN হিসেবে\RP_RPD কাজ\N_NN করেছেন\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10534	[[এমন\RB]]_RBP [[একজন\QT_QTC অভিজ্ঞতাসম্পন্ন\JJ সাংসদ\N_NN]]_NP [[,\RD_PUNC]]_BLK [[যার\PR_PRL কার্যালয়\N_NN]]_NP [[পাঁচ\N_NNP দশক\N_NNP অবদি\PSP]]_NP [[বিস্তৃত\JJ]]_JJP [[,\RD_PUNC]]_BLK [[বাজপেয়ী\N_NNP]]_NP [[সংসদের\N_NN নীচের\N_NST সদন\N_NN ,\RD_PUNC লোকসভার\N_NN জন্য\PSP]]_NP [[আটবার\QT_QTC]]_RBP [[তথা\CC_CCD]]_CCP [[রাজ্যসভার\N_NN জন্য\PSP]]_NP [[দুইবার\QT_QTC]]_RBP [[নির্বাচিত\JJ]]_JJP [[হয়েছেন\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK
HED10535	[[লোকসভাতে\N_NN]]_NP [[তিনি\PR_PRL]]_NP [[১৯৫৭\N_NNP সালে\N_NN]]_NP [[ভারতীয়\JJ জনসংঘের\N_NNP (\RD_SYM বিজেএস\N_NNP )\RD_SYM]]_NP [[সদস্যরূপে\JJ]]_RBP [[নির্বাচিত\JJ]]_JJP [[হয়েছিলেন\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10536	[[ইন্দিরা\N_NNP গান্ধীর\N_NNP প্রধানমন্ত্রী\N_NN]]_NP [[থাকাকালীন\RB]]_RBP [[জরুরী\JJ অবস্থার\N_NN (\RD_SYM ১৯৭৫\N_NNP -\RD_PUNC ১৯৭৭\N_NNP )\RD_SYM সময়ে\N_NN]]_NP [[তাঁকে\PR_PRL]]_NP [[হাজার\QT_QTC হাজার\QT_QTC বিপক্ষ\N_NN নেতাদের\N_NN সাথে\PSP]]_NP [[বন্দী\N_NN হিসেবে\RP_RPD]]_RBP [[কারাগারে\N_NN]]_NP [[রাখা\V_VM_VNG হয়েছিল\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK
HED10537	[[উনি\PR_PRP]]_BLK [[১৯৮০\N_NNP সালে\N_NN ভাজপার\N_NNP স্থাপনের\N_NN জন্য\PSP]]_NP [[সহায়ক\N_NN]]_NP [[প্রমাণিত\JJ]]_JJP [[হন\V_VAUX]]_VGF [[,\RD_PUNC কিন্তু\CC_CCS]]_CCP [[তাঁর\PR_PRL নরম\JJ ব্যক্তিত্বের\N_NN ফলে\PSP]]_NP [[তাঁর\PR_PRL ওপর\PSP]]_NP [[কট্টরপন্থীরা\N_NN]]_NP [[আগ্রাসী\JJ হয়ে\V_VAUX পড়ে\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
HED10538	[[বাজপেয়ী\N_NNP]]_NP [[সেই\DM_DMR হাতে\N_NN গোনা\V_VM_VNG হিন্দু\N_NNP নেতাদের\N_NN মধ্যে\PSP]]_NP [[একজন\QT_QTC]]_NP [[,\RD_PUNC]]_BLK [[যারা\PR_PRL]]_NP [[১৯৯২\N_NNP সালে\N_NN]]_NP [[অযোধ্যায়\N_NNP অবস্থিত\JJ ঐতিহাসিক\JJ বাবরি\N_NNP মসজিদ\N_NN ধ্বংসের\N_NN নিন্দা\N_NN করেছিলেন\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
HED10539	[[উনি\PR_PRP]]_NP [[১৯৯৬\N_NNP সালের\N_NN মে\N_NNP মাসে\N_NN]]_NP [[প্রধানমন্ত্রী\N_NN হিসেবে\RP_RPD]]_RBP [[শপথ\N_NN নেন\V_VM_VF]]_VGF [[,\RD_PUNC কিন্তু\CC_CCS]]_CCP [[অন্য\JJ দলের\N_NN সমর্থন\N_NN না\RP_NEG পাওয়ার\V_VM_VNG কারণে\N_NN]]_NP [[মাত্র\RB]]_RBP [[১৩\QT_QTC দিন\N_NN]]_NP [[এই\PR_PRL পদে\N_NN]]_NP [[বহাল\JJ ছিলেন\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK
HED10540	[[১৯৯৪\N_NNP সালের\N_NN সংসদীয়\JJ নির্বাচনের\N_NN পরে\PSP]]_NP [[ভাজপা\N_NNP]]_NP [[তাঁর\PR_PRL নেতৃত্বে\N_NN]]_NP [[অন্যান্য\JJ আঞ্চলিক\JJ দলের\N_NN সাথে\PSP মিলে\V_VM_VNF]]_VGNF [[সরকার\N_NN গঠন\N_NN করে\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
HED10541	[[এই\DM_DMD সময়ে\N_NN]]_NP [[১৯৯৮\N_NNP সালের\N_NN মে\N_NNP মাসে\N_NN]]_NP [[পোখরানের\N_NNP দ্বিতীয়\QT_QTO পরমাণু\N_NN পরীক্ষার\N_NN পরে\PSP]]_NP [[ভারতকে\N_NNP]]_NP [[একটি\QT_QTC পরমাণু\N_NN শক্তি\N_NN]]_NP [[হিসেবে\RP_RPD]]_RBP [[ঘোষণা\N_NN করা\V_VM_VNG হয়\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK
HED10542	[[বিশ্বব্যাপী\JJ নিন্দা\N_NN]]_NP [[এবং\CC_CCD]]_CCP [[পশ্চিমী\JJ দেশের\N_NN দ্বারা\PSP সৃষ্ট\JJ আর্থিক\JJ প্রতিবন্ধকতা\N_NN হওয়া\V_VM_VNG সত্ত্বেও\PSP]]_NP [[বাজপেয়ী\N_NNP]]_NP [[নিজের\PR_PRF দৃঢ়\JJ প্রত্যয়\N_NN বজায়\JJ রেখে\V_VM_VNF]]_VGNF [[ঘোষণা\N_NN করেন\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
HED10543	[[বহুমুখী\JJ ব্যক্তিত্ব\N_NN সম্পন্ন\N_NN বাজপেয়ী\N_NNP]]_NP [[রাজনীতিবিদ\JJ ছাড়াও\PSP]]_NP [[একজন\QT_QTC সাহিত্যিক\JJ]]_NP [[এবং\CC_CCD]]_CCP [[অনেক\QT_QTF বইয়ের\N_NN লেখক\N_NN]]_NP [[৷\RD_PUNC]]_BLK
HED10544	[[বিদেশি\JJ মন্ত্রী\N_NN হিসেবে\RP_RPD]]_RBP [[দেওয়া\V_VM_VNG]]_VGNN [[তাঁর\PR_PRL ভাষণ\N_NN]]_NP [[বিদেশ\N_NNP নীতি\N_NNP কে\N_NNP নয়ে\N_NNP আয়াম\N_NNP নামে\N_NN]]_NP [[সংকলন\N_NN করা\V_VM_VNG হয়েছে\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK
HED10545	[[একজন\QT_QTC কবি\N_NN]]_NP [[হিসেবে\RP_RPD]]_RBP [[বিখ্যাত\JJ বাজপেয়ী\N_NNP]]_NP [[মেরি\N_NNP ৫১\N_NNP কবিতায়ে\N_NNP]]_NP [[সহ\N_NNP কবিতারও\N_NN অনেক\QT_QTF বই\N_NN]]_NP [[প্রকাশ\N_NN করেছেন\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10546	[[একজন\QT_QTC অধ্যাপকের\N_NN সন্তান\N_NN বাজপেয়ীর\N_NNP শিক্ষা-দীক্ষা\N_NN]]_NP [[গোয়ালিয়র\N_NNP]]_NP [[এবং\CC_CCD]]_CCP [[কানপুরে\N_NNP]]_NP [[হয়েছিল\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10547	[[যদিও\CC_CCS]]_CCP [[শুরুতে\N_NN]]_NP [[তিনি\PR_PRL]]_NP [[সাম্যবাদের\N_NN প্রতি\JJ]]_NP [[আর্কষণ\N_NN বোধ\N_NN করেন\V_VM_VF]]_VGF [[,\RD_PUNC তবুও\RP_RPD]]_CCP [[যখন\DM_DMR]]_RBP [[১৯৪০\N_NNP দশকের\N_NNP সাম্যবাদীরা\N_NN]]_NP [[পাকিস্তানের\N_NNP গঠনকে\N_NN সমর্থন\N_NN করে\V_VM_VF]]_VGF [[,\RD_PUNC]]_BLK [[তখন\DM_DMR]]_RBP [[তাঁর\PR_PRL]]_NP [[সে\PR_PRP সম্পর্কে\N_NN]]_NP [[মোহভঙ্গ\N_NN হয়\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10548	[[জলবায়ুর\N_NN পরিবর্তনের\N_NN থেকে\PSP পৃথিবীকে\N_NN বাঁচানোর\V_VM_VNG বার্তার\N_NN সঙ্গে\PSP]]_NP [[আন্টার্কটিকা\N_NNP যাত্রীদের\N_NN মধ্যে\PSP ভারতীয়\JJ জওয়ানদের\N_NN একটি\QT_QTC দল\N_NN]]_NP [[বরফে\N_NN ঢাকা\V_VM_VNG ‘\RD_PUNC শ্বেত\JJ মহাদেশের\N_NN ’\RD_PUNC ওপর\PSP]]_NP [[পতাকা\N_NN উড়িয়েছে\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10549	[[এই\PR_PRL সকল\QT_QTF জওয়ান\N_NN]]_NP [[বিশ্বায়ন\N_NN প্রচারাভিযান\N_NN আইএই\N_NNP ২০১৩-এর\N_NNP অংশ\N_NN]]_NP [[৷\RD_PUNC]]_BLK
HED10550	[[তিনি\PR_PRL]]_NP [[ওখানে\PR_PRL]]_RBP [[‘\RD_PUNC জেন্টু\N_NNP পেনগুইন\N_NNP ’\RD_PUNC]]_NP [[এবং\CC_CCD]]_CCP [[‘\RD_PUNC লের্পড\N_NNP সিলের\N_NNP ’\RD_PUNC সাথে\PSP]]_NP [[খেলাও\N_NN করেছেন\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
HED10551	[[দলের\N_NN সদস্য\N_NN সোনল\N_NNP অসগোত্রা\N_NNP বলেছেন\V_VM_VF]]_VGF [[যে\RP_RPD]]_CCP [[এই\DM_DMD জায়গা\N_NN]]_NP [[যেন\RP_RPD]]_CCP [[এক\QT_QTC রূপকথার\N_NN মতো\RP_RPD মনে\N_NN হয়\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK
HED10552	[[এখানে\PR_PRL]]_RBP [[শোরগোল\N_NN]]_NP [[,\RD_PUNC]]_CCP [[দূষণ\N_NN]]_NP [[এবং\CC_CCD]]_CCP [[মানবজীবনের\N_NN মারামারি\N_NN]]_NP [[থেকে\PSP দূরে\N_NN]]_NP [[মনকে\N_NN আশ্বাস\N_NN দেওয়ার\V_VM_VNG মতন\RP_RPD শান্তি\N_NN]]_NP [[রয়েছে\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
HED10553	[[চন্ডীগড়ে\N_NNP]]_NP [[প্রযুক্তি\N_NN বিশ্লেষক\N_NN হিসেবে\RP_RPD]]_RBP [[কর্মরত\N_NN সোনল\N_NNP]]_NP [[সেই\DM_DMR হাতেগোনা\N_NN নাগরিকদের\N_NN মধ্যে\PSP একজন\QT_QTC]]_NP [[,\RD_PUNC]]_BLK [[যাদের\PR_PRL]]_NP [[পৃথিবীর\N_NN অন্য\JJ অংশীদারদের\N_NN সাথে\PSP]]_NP [[এই\PR_PRL বিশ্বায়ন\N_NN প্রচারাভিযানে\N_NN অংশগ্রহণ\N_NN করার\V_VM_VNG]]_VGNN [[সুযোগ\N_NN হয়েছে\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
HED10554	[[ব্রিটিশ\N_NNP পোলার\N_NNP ইনভেসটিগেটার\N_NNP রোবার্ট\N_NNP সোয়ান\N_NNP]]_NP [[এই\PR_PRL প্রচারাভিযানে\N_NN নেতৃত্ব\N_NN দিচ্ছেন\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
HED10555	[[ভারতীয়\JJ দলের\N_NN আরেক\JJ সদস্য\N_NN ২৩\QT_QTC বছরের\N_NN অনুরাগ\N_NNP মালু\N_NNP বলেছেন\V_VM_VF]]_VGF [[যে\RP_RPD]]_CCP [[দলে\N_NN]]_NP [[মোট\N_NN ৮জন\QT_QTC ভারতীয়\N_NN]]_NP [[রয়েছে\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
HED10556	[[সোনল\N_NNP বলেছেন\V_VM_VF]]_VGF [[যে\RP_RPD]]_CCP [[৮ম\QT_QTO দিনে\N_NN]]_NP [[আমাদের\PR_PRP আনুষ্ঠানিক\JJ ধ্বজা\N_NNP দিবস\N_NNP ছিল\V_VAUX]]_VGF [[,\RD_PUNC]]_BLK [[যেদিন\PR_PRL]]_BLK [[আমাদের\PR_PRP নিজেদের\PR_PRF দেশের\N_NN পতাকা\N_NN]]_NP [[আন্টার্কটিকাতে\N_NNP]]_NP [[ওড়াতে\V_VM_VINF হত\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK
HED10557	[[মালু\N_NNP বলেছেন\V_VM_VF]]_VGF [[,\RD_PUNC]]_BLK [[‘\RD_PUNC]]_BLK [[সেটা\PR_PRL]]_NP [[আমাদের\PR_PRP সবার\QT_QTF জন্য\PSP]]_NP [[একটা\QT_QTC মহান\JJ দিন\N_NN ছিল\V_VAUX]]_VGF [[কারন\N_NN]]_CCP [[আমরা\PR_PRP নিজেদের\PR_PRF পতাকা\N_NN উড়িছিলাম\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK [[’\RD_PUNC]]_BLK
HED10558	[[সোনল\N_NNP বলেছেন\V_VM_VF]]_VGF [[,\RD_PUNC]]_BLK [[‘\RD_PUNC]]_BLK [[সাদা\JJ শান্তির\N_NN প্রতীকের\N_NN মাঝে\PSP দাঁড়িয়ে\V_VM_VNF আমাদের\PR_PRP মনে\N_NN হয়েছিল\V_VAUX]]_VGF [[যেন\RP_RPD]]_CCP [[নিজেদের\PR_PRF পুরো\JJ জীবনটা\N_NN]]_NP [[উপভোগ\N_NN করে\V_VM_VNF ফেলেছি\V_VM_VF]]_VGF [[’\RD_PUNC]]_BLK [[৷\RD_PUNC]]_BLK
HED10559	[[বরফের\N_NN থেকে\PSP কম\JJ তাপমাত্রায়\N_NN]]_NP [[আমরা\PR_PRP]]_NP [[খোলা\V_VM_VNG আকাশের\N_NN নীচে\N_NST]]_NP [[শুয়েছিলাম\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
HED10560	[[তাঁবুর\N_NN ওপর\PSP]]_NP [[ঢাকাও\N_NN ছিল\V_VAUX না\RP_NEG]]_VGF [[৷\RD_PUNC]]_BLK
HED10561	[[আমরা\PR_PRP]]_NP [[নাক\N_NN ডাকতে\V_VM_VINF ডাকতে\V_VM_VINF]]_VGINF [[সিলোর\N_NNP সাথে\PSP]]_NP [[আকাশের\N_NN দিকে\PSP চেয়েছিলাম\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
HED10562	[[আইএই\N_NNP ২০১৩\N_NNP]]_NP [[সোয়ানের\N_NNP ২০৪১\N_NNP ফাউন্ডেশনের\N_NN অংশ\N_NN]]_NP [[৷\RD_PUNC]]_BLK
HED10563	[[২০০৩\N_NNP সালে\N_NN]]_NP [[প্রথমবার\QT_QTO]]_RBP [[শুরু\N_NN হওয়া\V_VM_VNG এই\PR_PRL ফাউন্ডেশনের\N_NN যাত্রার\N_NN দুই\QT_QTC বছর\N_NN সম্পূর্ণ\N_NN হওয়ার\V_VM_VNG দিন\N_NN]]_NP [[এই\PR_PRL প্রচারাভিযানের\N_NN]]_NP [[আয়োজন\N_NN করা\V_VM_VNG হয়েছিল\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK
HED10564	[[কসবার\N_NNP বাইপাস\N_NNP বাস\N_NN স্ট্যান্ডে\N_NN]]_NP [[রাত\N_NN ১২টার\QT_QTC সময়\N_NN]]_NP [[কিছুক্ষণের\QT_QTF জন্য\PSP]]_NP [[একটা\QT_QTC বাস\N_NN থামল\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
HED10565	[[সেখান\PR_PRL থেকে\PSP]]_NP [[একটি\QT_QTC মেয়ে\N_NN]]_NP [[নামল\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
HED10566	[[সে\PR_PRP]]_NP [[এদিক-ওদিক\RB]]_RBP [[চোখ\N_NN বুলিয়ে\V_VM_VNF নিল\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
HED10567	[[সামনে\N_NN একটি\QT_QTC তিন\QT_QTC চাকা\N_NN দেখে\V_VM_VNF]]_VGNF [[তার\PR_PRL মুখ\N_NN]]_NP [[কিছুক্ষণের\QT_QTF জন্য\PSP উজ্জ্বল\N_NN হয়ে\V_VAUX গেছিল\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
HED10568	[[‘\RD_PUNC]]_BLK [[বহরানপুর\N_NNP যাবে\V_VM_VF]]_VGF [[?\RD_PUNC]]_BLK [[’\RD_PUNC]]_BLK
HED10569	[[‘\RD_PUNC]]_BLK [[হ্যাঁ\RP_RPD]]_BLK [[,\RD_PUNC]]_BLK [[১০০\QT_QTC টাকা\N_NN ভাড়া\N_NN লাগবে\V_VM_VF ’\RD_PUNC]]_VGF [[৷\RD_PUNC]]_BLK
HED10570	[[‘\RD_PUNC]]_BLK [[ঠিক\RB]]_RBP [[আছে\V_VAUX]]_VGF [[চলো\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK [[’\RD_PUNC]]_BLK
HED10571	[[মেয়েটা\N_NN]]_NP [[তো\RP_RPD]]_BLK [[বলে\V_VM_VNF]]_VGNF [[দিল\V_VM_VF]]_VGF [[,\RD_PUNC কিন্তু\CC_CCS]]_CCP [[মাঝরাতে\N_NN ৩\QT_QTC কিমি\N_NN পর্যন্ত\PSP]]_NP [[অপরিচিতের\N_NN সাথে\PSP]]_NP [[যাওয়ার\V_VM_VNG নারীসুলভ\JJ ভয়\N_NN]]_NP [[তার\PR_PRL চোখে\N_NN]]_NP [[ধরা\V_VM_VNG পড়ছিল\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
HED10572	[[কিন্তু\CC_CCS]]_CCP [[বাবার\N_NN চিন্তাজনক\JJ রোগের\N_NN খবরের\N_NN সামনে\N_NN]]_NP [[ড্রাইভারের\N_NN ভয়\N_NN]]_NP [[ধামা\N_NN চাপা\V_VM_VNG পড়ে\V_VM_VNF যায়\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
HED10573	[[তিন\QT_QTC চাকা\N_NN]]_NP [[স্টার্ট\N_NN হয়ে\V_VAUX গিয়েছিল\V_VM_VF]]_VGF [[,\RD_PUNC]]_BLK [[তখনই\PR_PRL]]_RBP [[মেয়েটি\N_NN]]_NP [[দেখল\V_VM_VF]]_VGF [[ড্রাইভার\N_NN]]_NP [[সামনে\N_NN রাখা\V_VM_VNG একটা\QT_QTC খাম\N_NN তুলল\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
HED10574	[[তাতে\PR_PRL রাখা\V_VM_VNG তিনটে\QT_QTC ছবি\N_NN]]_NP [[মন\N_NN দিয়ে\V_VM_VNF দেখল\V_VM_VF]]_VGF [[এবং\CC_CCD]]_CCP [[খামটাকে\N_NN]]_NP [[আবার\RB]]_RBP [[রেখে\V_VM_VNF দিল\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
HED10575	[[মেয়েটি\N_NN]]_NP [[অনিচ্ছা\N_NN সত্ত্বেও\PSP]]_NP [[ছবির\N_NN ব্যাপারে\N_NN জি়জ্ঞাসা\N_NN করে\V_VM_VNF ফেলল\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
HED10576	[[‘\RD_PUNC]]_BLK [[এই\PR_PRL ছবি\N_NN]]_NP [[আমার\PR_PRP]]_NP [[মা\N_NN]]_NP [[,\RD_PUNC]]_CCP [[মেয়ে\N_NN]]_NP [[এবং\CC_CCD]]_CCP [[বোনের\N_NN]]_NP [[৷\RD_PUNC]]_BLK [[’\RD_PUNC]]_CCP
HED10577	[[দিল্লীর\N_NNP ঘটনার\N_NN পরে\PSP]]_NP [[এঁদের\PR_PRL]]_NP [[নিজের\PR_PRF কাছে\PSP রাখতে\V_VM_VINF শুরু\N_NN করেছি\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
HED10578	[[যখনই\DM_DMR]]_RBP [[কোন\QT_QTF মহিলা\N_NN]]_NP [[আমার\PR_PRP গাড়িতে\N_NN]]_NP [[বসে\V_VM_VF]]_VGF [[,\RD_PUNC]]_BLK [[আমি\PR_PRP]]_NP [[এটা\DM_DMD]]_NP [[দেখে\V_VM_VNF নিই\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
HED10579	[[‘\RD_PUNC]]_BLK [[যে\RP_RPD কোনো\QT_QTF খারাপ\JJ ভাবনা\N_NN মনে\N_NN আসার\V_VM_VNG আগেই\N_NN এই\DM_DMD অনুভূতিটি\N_NN যথেষ্ট\RP_INTF]]_NP [[যে\RP_RPD]]_CCP [[আমার\PR_PRP বাড়িতেও\N_NN]]_NP [[মা\N_NN]]_NP [[,\RD_PUNC]]_CCP [[বোন\N_NN]]_NP [[এবং\CC_CCD]]_CCP [[মেয়ে\N_NN]]_NP [[রয়েছে\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK [[’\RD_PUNC]]_BLK
HED10580	[[মেয়েটি\N_NN]]_NP [[এখন\RB]]_RBP [[নিশ্চিন্ত\N_NN ছিল\V_VAUX]]_VGF [[এবং\CC_CCD]]_CCP [[ভাবছিল\V_VM_VF ,\RD_PUNC]]_VGF [[যদি\CC_CCS]]_CCP [[প্রত্যেক\JJ পুরুষ\N_NN]]_NP [[নিজের\PR_PRF পার্সে\N_NN এই\DM_DMD ছবিগুলোকে\N_NN রাখত\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
HED10581	[[এক\QT_QTC গ্রামে\N_NN]]_NP [[একজন\QT_QTC বৃদ্ধ\N_NN]]_NP [[বাস\N_NN করত\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
HED10582	[[তার\PR_PRL বয়স\N_NN]]_NP [[আশি\QT_QTC বছর\N_NN পেরিয়ে\V_VM_VNF গেছিল\V_VM_VF]]_VGF [[এবং\CC_CCD]]_CCP [[সে\PR_PRP]]_NP [[কৃশকায়\JJ]]_JJP [[ছিল\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK
HED10583	[[তার\PR_PRL গ্রাম\N_NN]]_NP [[শস্য-শ্যামল\N_NN ক্ষেতে\N_NN ভরপুর\JJ ছিল\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK
HED10584	[[সে\PR_PRP]]_NP [[প্রতিদিন\RB]]_RBP [[গ্রাম\N_NN থেকে\PSP পাঁচ\QT_QTC মাইল\N_NN দূরে\N_NN সেই\DM_DMR নির্জন\JJ অরণ্যে\N_NN যেত\V_VM_VF]]_VGF [[,\RD_PUNC]]_BLK [[যেটা\PR_PRL]]_NP [[তার\PR_PRL গ্রামকে\N_NN পাশের\JJ গ্রামের\N_NN থেকে\PSP]]_NP [[যুক্ত\JJ করত\V_VM_VF]]_VGF [[আর\CC_CCD]]_CCP [[দুই\QT_QTC গ্রামের\N_NN লোকেরা\N_NN]]_NP [[এই\PR_PRL রাস্তা\N_NN দিয়ে\PSP যাওয়া-আসা\V_VM_VNG করত\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
HED10585	[[এই\DM_DMD বনের\N_NN অধিকাংশ\JJ গাছ-গাছড়া\N_NN]]_NP [[শুকিয়ে\V_VM_VNF গেছে\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
